sample_id,temperature_mean_c,temperature_max_c,temperature_min_c,rainfall_mm,humidity_pct,solar_radiation_mj_m2,wind_speed_m_s,season,year,latitude,longitude
0,32.80098911678716,21.55157766350388,24.382835282548857,250.47413094890456,72.96599823952482,11.708536137537536,3.916072838313033,2,2001,15.338920028806854,115.88785763511063
1,25.094204114297206,31.456551038412847,15.266958319305319,182.28783621584446,51.42693575379711,19.269770909530518,1.3914349217767248,3,2012,45.79576626733524,-53.564615268557134
2,34.7477521579618,23.225751429551043,26.918428715882378,81.00787668617761,81.11207134479267,21.036645845147824,4.768800700540822,1,2013,-9.974737785396414,12.02030006099534
3,31.03946466836537,23.808167753939394,19.968275563507945,226.24575019148693,44.45862961578704,10.832814431484065,1.673216210250239,4,2017,-32.66201960480953,-111.97635239376301
4,17.166079001415937,35.807070325755255,7.6656739023427365,34.499459746350865,62.303609405197484,8.74559081810457,0.95718750423392,3,2013,34.80895033155295,-117.60234781805882
5,37.439314087645386,29.823184789255833,25.357138729216416,234.58117199014708,41.04835302895095,15.472985380122758,4.2400087507164566,3,2004,28.21398939747747,70.47236965365542
6,32.50621314577812,43.046311253874876,16.25309938910835,181.09571445047393,59.71803698315052,21.15840946187143,5.415300875349709,1,2008,14.094248110677427,-88.06072193428781
7,33.079479021369934,27.97891236520175,8.257696263376815,42.11759233495646,39.14799053870317,19.063257204760426,6.906104798047948,3,2010,38.38084567562913,27.908224019920766
8,17.946613551537556,38.15450320959753,8.511873078352677,33.05661329678736,39.694717462291315,19.93198924704805,6.371266654657277,1,2023,40.607593538331926,67.92202019670538
9,25.358876571598046,31.52748575387269,20.813280507527054,227.74253669657412,66.73340262252094,14.848268779887263,6.929303845674112,4,2012,17.91129772163564,-111.2966617179974
10,23.528354557349367,36.49878252823197,6.089567654778265,94.95141288611278,45.827162530546005,11.994074269302189,6.200515781156679,3,2015,51.93350126685432,1.1601777693341404
11,36.31559474351784,34.99238391789976,11.591656593017706,267.8975367224919,40.342033593854836,17.040240335838362,5.774295476796045,2,2017,29.774075285559448,64.72102298617673
12,29.808897761855285,31.819599318974955,8.215114580806967,231.00117609875105,85.78609500810438,11.474216793736346,0.5760317685552472,4,2008,25.918783854636587,120.22736672080953
13,33.92351710522909,43.751527365610926,15.144780881197537,212.47517096813766,32.58019504440306,20.345887848746116,5.195767338569079,4,2023,-2.4720386697219183,-39.207872837552756
14,25.198526573028616,28.567841068873896,14.53013675587031,90.79575526370077,63.90888676175323,11.348429751311109,1.4036135310433826,1,2016,-34.79672792599931,143.03846301476915
15,20.226490601049868,24.430887531231814,17.003157997843687,215.5939105162692,62.89583050999592,12.951475534143803,0.9400034924940579,1,2020,-13.31515934952398,108.0262049081183
16,27.7554501013642,36.95235152199571,11.431635569358196,284.96282850930186,45.03653246418359,16.611261231491092,1.6730911407924154,2,2017,33.752845613316694,55.671469462100674
17,16.46779689039603,41.15018903269772,5.7370025556980755,36.552351967464986,57.16630470676907,16.274068880439415,6.674691210813126,1,2014,28.888412899345674,-14.18011304354458
18,34.03551695582939,21.006343498498094,19.13088045030927,104.58716618103415,35.26426698495813,18.214439398919502,6.078870448250161,3,2000,-5.208006965291524,71.9998015738646
19,29.528281179807493,31.240817210567016,13.595514066294081,78.0549569838623,73.27620875543315,15.436558208498589,7.615793039039093,3,2014,21.302467708459496,100.37218264899542
20,32.4360180219636,42.31219224218316,19.98070497102107,124.04253897619334,43.301828902609394,23.631046244671552,7.842321939878079,3,2003,-17.424126847417654,-38.10903378062953
21,23.154097266986973,38.74046547307169,7.499340328498175,225.27646990764447,41.60312158959336,22.2788796013522,7.199629897804866,1,2014,-11.273505265786035,148.06411752489794
22,37.32605456108277,44.795192912440704,5.316879171763158,147.5303486133621,48.89270869665018,22.94492867102285,1.4969453823274939,4,2016,50.266728451224694,125.32722983375251
23,35.54178579041054,33.285345289931094,10.710767701361734,175.5118757748714,84.14219521578852,18.701781713858438,7.087870556937353,4,2013,2.186251564203509,11.085388892589123
24,32.90282043269652,36.49989297002878,15.500588428863201,101.10491754271928,77.78799889701256,18.79513456963371,6.78977851091484,3,2007,-12.951116513103091,75.1640772593567
25,19.476690280595253,27.562007028448203,14.063655405874748,50.97388745525916,86.81353746802546,18.356377623171127,7.03314394894773,1,2001,8.839742215509233,21.482401547071106
26,25.734583085721788,43.68838999164981,23.636958771289727,87.41075819194127,69.11774076198512,15.393030625164755,1.6376421283736857,2,2016,-0.1685708191370452,85.45124909319708
27,16.007486613106263,29.158387213913407,13.690265816434952,259.30728736017625,69.77529066192525,13.475802018143465,1.3759387082998815,3,2016,30.657613361419507,103.28519504705497
28,18.5486583175536,38.46276781716571,17.200147130870814,184.70091902448902,58.801859965573016,18.064049086630796,7.4285665968806125,3,2011,51.5904495841793,-113.72991010759851
29,30.710125924576456,30.078505102977047,18.65085862617042,119.61671522719779,84.31117940201852,8.434041231353655,1.803699868508784,1,2017,18.256368201192267,-98.6343519808247
30,32.129529585879794,34.04547325157498,5.502122007853667,239.0727347033204,60.65262895621974,8.126759334204651,3.264662982819509,4,2018,18.203246824322356,-29.15379771328371
31,37.25272384598683,37.994563375538654,16.848067667462345,28.69265541192354,51.30360424770148,22.477911047044728,3.919886371205452,4,2012,-2.1649527148865246,127.75568081073436
32,22.493983237177495,32.72335379378386,12.93111896617327,83.62841549749184,68.42250059505992,8.789208761219577,1.4333189587217334,3,2001,15.81678387777658,-12.466132551284787
33,23.520573238801987,42.67715817273771,14.689442936714856,76.7299146766284,62.76836960405781,16.921517555668107,0.6547571602441056,2,2020,-6.2604020251575605,119.62829810451956
34,25.799783659343582,30.482524698195256,7.306610165390756,295.7557230287844,37.44118891859373,18.454791970143965,7.955678523253371,3,2011,-34.901713311889225,4.857156410573296
35,19.35784125893857,36.176794953583126,23.00487300991884,214.76858889390047,53.56352483474578,11.368910903581405,7.074929336262208,1,2016,42.94865555906365,-42.00971151587518
36,17.98819462271585,28.559060832501352,26.675297768596018,189.1579215526807,48.7995246656688,23.22742425050752,7.342534470129779,3,2021,3.6499676969534676,123.17419942687371
37,25.941213303196477,30.203916705775328,5.5121828744808,11.445639935397141,80.8100265006679,11.231628119722375,2.634223019540889,1,2008,9.287963654859702,31.381107608042925
38,20.218915028170336,31.00125270583881,18.831573544661,63.44990060605864,52.73055341838652,23.03675478523347,2.150761795590793,1,2014,-27.48491761166646,-22.66924034188885
39,30.405721877697736,23.14517545780713,22.568413547632236,194.3069749621927,79.29331395833356,20.970834578661595,3.6939991863156996,3,2000,40.33994620648528,-108.01010902048947
40,25.054494134063606,22.293091976475168,11.550574538947457,120.11860467968306,56.54337563405673,12.092630209911297,3.8998952673350513,3,2021,-19.669663666016866,-90.04805423897955
41,34.151598509330256,36.687248078668944,23.113778451853985,278.04131126692766,75.2100338067366,10.562650826693591,0.5419957914818048,4,2001,1.9559042905884354,-82.38621153678676
42,31.10609734605173,36.3879434585763,19.54416616762493,231.7700235511098,38.11691571067139,13.375956073165998,6.344398344198747,3,2012,40.62389923574932,-21.49420158913631
43,22.184432751786943,36.572742855252386,26.37074054223461,139.7413811131948,85.47901317950775,14.76515962659467,7.975002786065129,4,2008,6.200464619216753,43.97989805097288
44,34.14197543208962,20.494161133567292,27.563110661136776,227.35934348609842,58.833593447935094,12.178339500481698,4.46518152576567,4,2000,48.803710191981736,-36.950669106078934
45,33.50958022242644,28.1636710667945,5.97396062197021,292.86725390960424,45.58789473757838,24.981156328825193,3.411940212593384,2,2011,-16.16171269213793,-102.30753888350395
46,23.912002717694012,24.945246181479924,15.233568503621143,143.68443916342648,44.48937638188841,11.904089716072878,3.4456391991590247,4,2022,29.370954695929413,-48.50164092431987
47,21.631546390395613,39.453785563600306,17.58071911429902,196.3325074876747,45.904637314498316,22.120792058708567,1.2205784912907551,2,2004,53.019867120555475,-9.65595425710525
48,30.697396591424436,41.51576003490325,8.375094363776007,276.4127383677756,52.00345037507806,10.705001700538038,2.4962136377300883,3,2007,14.465227349827977,147.91288074152885
49,18.214307123014127,26.167009430653685,12.73457409982932,82.11565199049025,73.051171960537,24.66415862969111,4.265995914759734,1,2004,27.296550877959362,-13.893535717246564
50,19.59788865692749,36.69622897119966,27.71589129839862,267.1017949632207,86.97618257404761,11.833898790812443,3.73886000851023,1,2002,0.3903993640907615,-95.91723693819013
51,15.169332204273127,23.23407008645686,5.373300495876843,38.28796496416497,70.14224580741794,15.168705431321069,4.587760593073327,3,2005,32.620360575292196,36.90099990796202
52,33.099260682549186,26.878813140042833,15.407682425060834,198.04996947041747,62.82997625664605,17.49558913505441,6.86799236478055,2,2013,46.79866508713562,128.3028196090982
53,30.291569701616737,23.46636240583549,24.381056299518512,237.02306496617746,56.915868481028085,10.044857157653587,2.18931727024709,3,2018,28.27500103454763,92.40783869267253
54,31.21880370840571,27.08801916498073,12.449729042543634,188.23580358320356,79.69166802225699,21.88594114714472,0.7074813567973397,1,2016,49.233584024288135,105.77894348055389
55,32.95676771350526,36.868413683731944,16.03536556336853,153.70509320423747,80.9794321467642,12.669654055574107,0.7866908396205556,2,2018,17.978738679307867,130.6225849476292
56,25.55506283738182,42.75817275463131,27.495052153123538,189.03065897844894,47.582260465969114,17.337588327228282,1.5062660398014378,3,2017,16.942369640586662,51.86674591409525
