sample_id,soil_moisture_pct,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_ph,soil_organic_matter_pct,soil_type
0,32.830474194531874,37.34763872508813,22.62709575862771,84.97604619499148,6.343093082240257,2.2901179492846766,silt
1,11.532136327364881,136.97268934618768,52.3125200943924,55.77765477152386,7.9922747189899574,4.172311533723423,clay
2,10.70103554059759,107.93674766343025,12.346888757634304,158.88271769216493,7.366094174239047,4.915052505448433,loam
3,39.37244038788605,74.12268209910627,40.24370041692392,128.5267000638055,7.248627754852896,2.072345517277789,clay
4,30.550006665582046,158.87756110439878,56.44670252717889,50.505230338149005,7.790234165480854,3.1593402834775737,clay
5,17.864683057126854,143.75897605110936,41.950638544184564,171.16506597110802,6.777878101981735,4.224779893753476,loam
6,36.31272951365155,168.10974402071008,13.848836817465907,286.69059050468627,7.277755185324776,3.4748626859580436,sandy
7,19.229226911743112,50.38155345310847,43.31598293458527,167.8316207384526,7.246462090916943,5.015354200727603,silt
8,24.69922684006938,166.02691209931464,55.07426984348037,120.41941973424301,6.222461261268495,5.314494797714865,clay
9,25.78609854503881,88.70574568756652,16.67067108303459,243.21043017761298,7.937044429400589,1.036410633694654,peat
10,43.43601027274332,61.99400310108986,27.39880936796497,138.915862452102,5.640251058511565,3.9903201594267164,sandy
11,41.21655842140649,43.79716061030528,9.799235197828704,135.4137919498744,6.0706820419447745,2.3250392880391244,sandy
12,19.752155893163025,27.692006473818598,20.274322201903978,157.2062383973788,6.733819660667452,3.270642956558522,clay
13,19.748700422278148,149.00702548853573,18.98588295289217,293.310139371998,7.181882115300484,3.1550054669392136,silt
14,24.769985119654198,162.53712706491308,54.74594072059974,101.53641732645536,6.64064892806947,1.607044668509682,silt
15,10.142720374509604,85.33722851217465,26.407866993177834,91.486515673927,7.514233775947304,1.225309372173457,clay
16,20.812331871079415,162.02433582090276,15.113887480592853,287.3863553607031,7.12654699175218,1.0894547300896968,silt
17,43.31139057622651,121.73304497680023,14.077113942586063,101.96853222205337,5.645309498668416,2.7505992639947654,silt
18,39.33716723939678,127.05058707149051,37.4257036136121,51.55968475761037,5.610634069390818,4.497584236779593,sandy
19,28.72948899841614,88.63278672877641,20.29037619543585,196.26734705277931,6.914143975916119,4.414716393024979,clay
20,26.992099108512065,143.09202965530739,37.80303430829749,142.1314065563639,7.270160753256125,4.808748411740936,peat
21,43.079433805277596,56.36892154333536,25.263749613592676,200.9985606522407,7.582024316672204,3.3553378571228665,sandy
22,30.761096561245733,120.05832806585039,58.805355942468,299.4429084341583,6.006119843701741,4.0552800340873105,clay
23,43.000377149904864,20.96879819490951,40.872547712171134,75.26468741498564,5.919260945407871,1.7674671981787309,loam
24,44.92586104959422,78.08824285378138,32.33153759310892,199.9281823858676,6.466967070905541,3.06375640327118,sandy
25,11.181762901049368,47.255169054339405,40.81401827668968,180.59001315070216,6.8033307352091725,3.811947685201932,clay
26,14.14962107323214,165.5912465373076,17.78528444251082,138.9573049069549,6.741782369237733,3.472909614186084,peat
27,36.641959329189646,157.88138338353446,40.547256080466234,67.0780636609118,6.687409409917557,1.7019483516854699,clay
28,14.414811414765712,103.20552166147255,36.675812237652096,164.82305728221706,7.583373730795074,4.9002213847379394,silt
29,21.964499929149774,106.5911192670479,44.784256257813546,69.92134668217483,7.564393948406841,3.1723306414462806,peat
30,20.500675142876517,179.5888466123551,18.297045131318264,64.91372149988776,5.57605767591484,5.105165544489457,loam
31,29.286578170640304,20.901322813048058,21.550691866151045,132.56804064322284,5.512448470372897,3.83207692127863,clay
32,11.771691680445288,89.74040334858688,9.798460886080665,251.16944232598843,6.705712050059655,3.2673861897014653,loam
33,25.783963276463815,162.96165928357328,36.42546986003566,258.82670129045886,7.430971719470245,3.086137534648403,loam
34,29.439579675646275,163.88871427122768,19.794408337459707,115.47011089034265,5.754034084132683,2.7298956440669393,sandy
35,14.170968351265055,63.34937579675022,14.674056841340807,292.2730585536833,7.084591496034937,4.7096010911839254,clay
36,21.94987801078534,134.4174833590227,48.15711290910969,125.69781245022247,7.232367436965344,3.8181710456467863,peat
37,27.659311220360163,122.72345075507097,26.74952328063503,250.59004474784754,7.233245223215821,4.571649691332386,loam
38,20.638778870033594,115.3389876545272,31.01196716281204,234.27824836061157,7.540615144415538,3.9430304831481364,loam
39,24.624271730359485,90.92320348152917,18.22592357317727,208.13061828816217,5.903273487757137,1.8931202479712452,sandy
40,24.50963505761395,56.10178160972044,26.26656024260867,162.49585523348145,7.584247020521957,1.3357191963007415,peat
41,13.265984475489914,134.630210440171,51.011350665634055,190.99986386196238,7.2589175694581325,1.4767096750962672,silt
42,30.579874020626136,105.81203084337352,51.44323894099149,89.82396310618483,7.753077995663684,3.076033726838248,peat
43,12.591955155033698,22.99552893886487,21.71713765871493,74.88949598575041,5.9574239057134895,3.8364578789851587,loam
44,30.318180116229815,126.91468975321257,56.33184232502219,123.95917735911095,7.0307900110710815,3.9400127938623895,clay
45,12.900503058501902,48.49713804327276,47.12150700351544,262.2637292605341,6.446057439851111,2.0033311509462948,sandy
46,28.869333617935926,81.3712623290349,8.860157417105476,276.9167859703606,6.572335456127591,1.6072214610380628,peat
47,39.77691440252049,45.932442299860234,22.361508703648393,143.7408582093904,7.968931964109103,4.177944003064794,loam
48,20.10786911090687,148.23101268472706,55.36641344731622,254.40342692490054,6.022253428688337,1.3298410459262593,clay
49,12.896069984095128,63.35584692775878,18.405484779026565,181.74745462951375,7.936193815554597,2.7791117073472815,peat
50,21.21680322827633,65.39030387798711,25.43576057274999,87.5985827867798,5.855006610865348,2.4664717935410496,clay
51,24.857471772058766,44.86760724753356,49.70445451096586,123.31864584573353,5.871606736021261,4.700663904397412,peat
52,31.425796235542897,96.73641085471117,28.696291918002277,162.19889596982907,6.967174404911922,1.414235271481552,clay
53,15.30361406398878,52.034071519406396,50.291167452332616,96.86683997054178,6.590328788037555,3.2676059175397265,silt
54,10.13864773032666,123.25912475719466,51.363837220034355,207.4766442437766,7.611963467549366,2.408207870755561,sandy
55,39.5078809699382,94.07166063547766,57.87383414690481,293.5203566715911,6.84665273317914,3.484814815508073,sandy
56,25.928126128424857,112.2676225256767,30.048172123181697,185.56571402883236,7.785158746425165,2.307166908835911,sandy
57,30.07707130874243,174.58681080642847,35.89987306739346,191.75888116112264,6.6623679133978095,2.013478054506665,sandy
58,38.04648570697581,131.2529802920713,19.936349494696643,98.03078089733509,7.652076839942786,4.220461957419353,clay
59,36.713646327381014,108.82297387587505,46.252006795243666,265.05664520360335,7.602167745002637,4.722693375006156,silt
60,40.167692280246555,152.48593808414066,48.88001686731039,111.7618462245691,6.450118037084891,1.4983630149284244,sandy
61,21.268286283473863,32.92127142481345,16.942651966188286,221.8565599934763,7.664440521465476,4.997158888479161,peat
62,16.78280937037711,65.78672813112972,8.237430821051447,75.194935651351,7.235832666815853,3.1861993856320376,loam
63,10.444625377512104,174.94507802505586,42.82279437384661,269.16842203063715,5.526385816848881,1.1133672979560567,clay
64,23.86199679219647,62.850129026351915,16.8471773489252,157.290466766907,6.7618074854704835,2.3362323697995864,sandy
65,31.227679849392665,69.72878539591807,37.09232419649974,79.7030980505915,5.534754221372404,1.362311357111318,silt
66,29.82811709321122,42.91179305295856,20.17228461588275,128.48419138215928,5.642035813352009,3.920346686888738,clay
67,40.75856767315989,45.972045707348066,30.903477437134676,270.3447398987132,6.328582483102795,3.5043487073205357,silt
68,38.97224130724669,37.651145657241045,34.22081519659857,268.68821115783834,5.937399152276627,3.1328537562652796,sandy
69,27.378735132352826,159.80362753456677,32.08612003593744,254.09168538390892,6.8960089792433745,5.024497598190056,sandy
70,14.294185991395256,118.70958336899305,34.172025782948516,236.355810246855,7.747231244220009,3.476865102534893,sandy
71,27.520181063528394,174.70827076603888,25.536046674803604,114.17868807150067,5.8457820035709185,4.244715315734618,loam
72,42.182013118488875,82.61510577342838,12.93173327817382,142.17848684405254,6.843267723395771,2.0029133750850727,silt
73,40.829953387766665,166.46740635901114,51.43844201401533,276.8619411343697,6.684126091209459,2.1558500615189993,clay
74,33.5926457657239,93.04485680433011,52.03951281600464,267.7951183271568,5.674001719346962,1.652436905875752,peat
75,33.061700891951126,56.14157536096242,59.80267605833431,149.52062178035933,7.148561989249876,5.390359920617284,sandy
76,39.01612415726498,142.13512525247768,8.314810325488567,212.17109045006296,6.92813239921319,5.19903712787514,sandy
77,34.04634437361715,107.71101150742822,49.825388926073764,139.94775601964096,7.279581281826881,2.850523525878743,peat
78,31.8467497847639,173.02204252184166,15.881804049958046,54.52028100679006,6.222832529744372,4.416256536015727,sandy
79,24.061655652662385,95.58881793079254,33.776218211968995,279.45901865932905,6.23876059946194,4.525961245717783,sandy
80,23.982736689742538,41.022128016941565,5.3992000309854795,72.12599800364454,6.6435160442398535,2.8171732390854203,loam
81,27.022023827276104,32.95584986728674,13.229892256998186,191.7537912333709,6.747945022050205,3.0786368579696273,peat
82,40.860546463132124,38.482510802787786,18.41504506620072,175.5451905234471,7.156648306088432,5.264894067463527,peat
83,32.45343935865721,120.73441271802065,13.65310507254561,77.56029481617567,7.01588841560914,3.950049714327161,peat
84,38.89127291348876,133.540741519174,38.40299544216765,63.73215819449519,6.272692093157374,3.5165351481546274,sandy
85,27.59383143206594,163.38331073677926,19.36751696654959,62.19597813671963,7.201199167110425,1.250486623650934,sandy
86,28.776290151949887,126.6329624597073,14.7572050368644,155.06199278240848,6.700727949439373,1.8220736874348533,sandy
87,34.45775344245403,105.90728114128254,11.256295817189448,150.6275828852988,5.678645001771041,3.133413495269103,loam
88,34.310169733260096,152.67502740016073,38.5494865949338,193.17018483145543,6.942600665274524,2.0322921319452067,loam
89,17.681570997840815,66.92748467210562,28.484869172395335,95.5637046326288,6.896925406062895,4.1314129620505735,peat
90,42.4427157570946,130.3161213363742,34.72623776681684,168.7728273894154,6.838262854948633,4.313702537330336,clay
91,17.863578905667435,31.836852180046016,17.963831481088814,228.04609719493487,6.074563467572058,3.9434866371034123,peat
92,33.03610011528428,88.03587174148112,50.42314217180979,131.3457201098721,5.557265638552947,3.777551688438297,peat
93,22.682427111393217,147.0115264518073,15.930659206117173,141.16223265791132,5.758059762493778,2.6810263603497884,clay
94,19.85254617982068,24.789682318687714,38.789825440421744,250.743391934569,6.165532365773589,1.536467442448886,loam
95,44.76290978290661,145.79082510950872,56.047448989033455,96.7127447412272,7.841088654459117,4.078943939778328,loam
96,33.783579863256534,139.50641586231177,45.50464206682357,214.2904686643112,7.408632544102375,4.061955962821444,peat
97,19.917575492159454,170.530622649521,53.1336334255868,73.84047348744359,5.881210598299245,2.0141084097844133,clay
98,35.45161578735822,165.036071711051,51.32307329759192,115.78642736682013,7.431424309378578,4.970273089639192,loam
99,36.342786533708534,31.535970528327653,16.223688607346432,258.1715445413755,5.872050377481001,5.196946634859322,sandy
100,22.700397733886042,101.01190060999431,5.184488672518201,219.02998742118467,5.9863817983662155,5.1895213174927175,sandy
101,42.66076324569147,51.91211462463011,27.957742370749752,96.29104223003185,6.098689105833801,3.2758628159172156,silt
102,43.93197958654491,155.83237761275325,43.69430194878101,147.58787756885272,6.69569583930971,4.122748784364911,loam
103,19.289787374827625,175.76947872528405,12.907024318326787,292.5241391917598,6.492838919529784,2.11167396114277,peat
104,35.57410513165731,72.76962854389497,24.69617414822686,278.67424935365005,5.78312546130436,3.0447225072719624,sandy
105,17.06651419002331,74.63713330332608,21.06110830980109,240.10297180007055,7.157194065211729,3.750766333123026,clay
106,17.644672577890105,138.64974045634594,10.89721636338086,265.7420414653151,5.8391477223124095,3.9325451042679855,silt
107,37.042572755332216,73.95040811910775,5.64154525036324,62.4247295443069,6.032594383037715,1.2374350865753097,loam
108,43.08255168913752,26.756386981418387,55.28982986069713,198.72398398087984,6.3119348023364825,3.538865224979403,clay
109,27.35897640399118,40.347087904760244,58.07330383652051,78.41856970833156,6.161317016491955,4.330262932888532,silt
110,20.991095352881526,108.84865864248908,54.72000507689164,79.00619292606788,7.8768873576526826,1.6606867111910697,sandy
111,19.88074144124528,75.0031823723483,57.56483836003806,151.0512986727225,6.109594250478116,4.584974541766538,loam
112,25.882734876259434,88.06207179533706,52.381661916826815,137.65403381043168,6.327015786413625,2.6485692977077893,sandy
113,32.40982321628103,161.77146522818387,5.959069345711204,74.40606635294596,5.806106641138288,5.436782959110369,loam
114,42.16463494702825,29.33122284218724,23.855176031161367,78.9540815190937,7.860147522965526,4.585142515163058,peat
115,36.1631681141385,52.40180271132566,20.153456423901915,228.53484323852146,5.906144076959489,3.870142826360546,clay
116,40.784620541299304,139.44015259177917,55.95200229302808,270.6801729289817,7.084885513581565,3.2264313662946456,peat
117,36.5592352163797,139.67256609678245,32.998102751088595,178.10822489326748,7.321963444727177,4.146822311642028,clay
118,25.063733096180286,125.4772489665511,40.71173594340079,109.2248739586545,5.6972565877265495,2.990496198609393,sandy
119,43.37085574827711,127.5423531593154,24.72567487129008,181.82235851423488,7.220562732176905,3.981954369643158,sandy
